company_name,_id
telemedia holding kft.,1
telemarketing international kft.,1
telemarketing international kft,1
teka magyarország zrt.,1
teilor hungary kft.,1
textrade kft.,1
system building kft.,1
univerz holding zrt,1
usv kft.,1
woss kft.,1
woco kft,1
wkw hungaria kft.,1
wizz air hungary zrt.,1
wini security kft.,1
wing zrt.,1
wildkogel resorts,1
whc personal személyzeti szolgáltató kft.,1
weszti kft.,1
westend ingatlanhaszn.üzemelt.kft.,1
west end szállodaüzemeltető kft.,1
weshop kft,1
weir minerals hungary kft.,1
websupport magyarország kft.,1
webpredict kft,1
webjogsi kmr autósiskola zrt.,1
wayet service kft,1
warema pt hungary kft.,1
wallis motor duna autókereskedelmi kft.,1
waldon tanácsadó kft.,1
wahl hungária kft.,1
wyndham grand salzburg conference centre,1
wyser search hungary kft.,1
wáberer medical center kft.,1
xellia gyógyszervegyészeti kft.,1
újház centrum elágazás kft.,1
új világ nonprofit szolgáltató kft.,1
óbudai egyetem,1
érd és térsége víziközmű kft.,1
éltex kft.,1
áron ház kft.,1
ár-la magyarország kft.,1
állatorvostudományi kutatóintézet,1
zöldikék zrt.,1
zöld út fuvarozó és szolgáltató korlátolt felelosségu társaság,1
wagner solar hungária kft.,1
zöld követ egyesület,1
zott hungaria kft.,1
zentiva pharma kft.,1
zelton bt. - party világ,1
zala plazma kft.,1
z-tech bike kft.,1
z&z biztonságtechnika kft.,1
yoo wc kft.,1
yarus trade kft.,1
yageo europe kft.,1
xylem water solutions kft.,1
zsidai group kft.,1
ups healthcare hungary zrt.,1
wae kft.,1
w&k gesellschaft für industrietechnik mbh,1
viapan group,1
via salina hotel am see,1
vgd hungary audit kft.,1
vg komarom kft.,1
versalis international sa magyarországi fióktelepe,1
ventor kft.,1
ventona-trans kft.,1
ventiszol kft.,1
vectra-line plus kft.,1
vector kft.,1
veco kft.,1
vb2mw korlátolt felelősségű társaság,1
vasivíz zrt.,1
vart-speciál kft.,1
vap magyarország kft.,1
van leeuwen hungary kft.,1
vamav vasúti berendezések kft.,1
vahu trans kft.,1
v.v.gép kft.,1
uzoni roland tamás e.v,1
utt europe kft.,1
viasale travel s.l,1
viasale travel s.l. magyarországi kereskedelmi képviselete,1
videoton autóelektronika kft.,1
videoton eas kft.,1
vértesker gépker kft.,1
vértes-ker.kft.,1
várda-drink zrt.,1
váci szakképzési centrum,1
vtm-plusz kft,1
vtl design kft.,1
vt metal kft.,1
vpp magyarország zrt.,1
volánpack zrt.,1
volánbusz közlekedési zrt.,1
wacker neuson építőgépek hungária kft.,1
vnt metal hungary kft.,1
viterra növényolajgyártó kft.,1
vitasyst europe kft.,1
vitaminsziget kft. - szepitogepek,1
vitaminkosár kft.,1
vitamin szalon kft.,1
vision smt kft.,1
villányi dent bt.,1
villabörze kft. - otthon centrum,1
villa rosa nonprofit közhasznú kft.,1
vilati szerelő zrt.,1
vitesco technologies,1
sysdata pse kft.,1
sysco-lux kft.,1
swepro kft.,1
realtherm kft.,1
rand technology europe kft.,1
rampf formen kft.,1
rail cargo logistics - hungaria kft.,1
rackforest kft.,1
rabomatik ip. aut. kft.,1
raben trans european hungary kft.,1
r-carnet service kft.,1
quant service hungary kft.,1
quami kft.,1
pénzjegynyomda zrt.,1
pázmány péter katolikus egyetem,1
pápai víz- és csatornamű zrt.,1
pult könyvterjesztő és kereskedelmi kft.,1
pulsar gmbh,1
prop-r-team kft.,1
progressive bex kft.,1
program centrum kft.,1
profident fogászati centrum,1
procter&gamble/hyginett kft. (csömör),1
pro sport agent kft.,1
recskó richárd ev,1
red bull hungária kft.,1
refael taragan hungary kft.,1
reif 2000 kft.,1
rosenberger automotive cabling kft.,1
rondo hullámkartongyártó kft.,1
rollkon kft.,1
roller gate kft.,1
roland divatház zrt.,1
rocky kft.,1
rock safety kft,1
roche szolgáltató (európa) kft.,1
robertson property management zrt.,1
rks kft.,1
pro sales team kft.,1
riverfront investment kft.,1
risk könyvvizsgáló kft.,1
ripca kft.,1
rhodius magyarország kft.,1
reálszisztéma autókereskedelmi kft.,1
reál hungária élelmiszer kft.,1
rewe international dienstleistungs gmbh,1
restore electronic kft.,1
restaurant ker kft.,1
replant 4 care kft.,1
rena projekt kft.,1
ritz mérőtranszformátor kft.,1
rotapack zrt.,1
printy class kft.,1
print produkció kft.,1
phytotec hungária bt.,1
phlegon kft.,1
phils place management gmbh,1
pharmaroad kft,1
pfeifer-garant kft.,1
petőfi kulturális ügynökség nonprofit zrt.,1
petrányi-autó kft.,1
petrolszolg karbantartó és szolgáltató kft.,1
petik kft.,1
petchef hungary kft.,1
pernix pharma gyógyszergyártó korlátolt felelősségű társaság,1
pemü zrt.,1
pedrano commercial kft.,1
pec central europe,1
pce pelleting consumables europe kft.,1
paul művek kft.,1
pasco kft,1
parcel port kft.,1
pappas auto magyarország kft.,1
pantone world kft.,1
pannonway kft.,1
piedl-ker kft.,1
piko-pet food kft.,1
piramis építőház kft.,1
pirex-98 kft.,1
print pro group nyomdaipari kft.,1
prime home kft,1
primajob kft.,1
prima panir kft,1
prim-audit 2005 kft.,1
previa kft.,1
prettl electronics hungary kft.,1
president management kft.,1
prenor kertészeti és parképítő kft.,1
premier g. med cardio kft,1
printpix nyomda,1
prekog alfa kft.,1
post family resort,1
porto-group kft.,1
porsche ingatlankezelő kft.,1
polyax kft.,1
polon-alfa magyarország kft.,1
polikov kft.,1
polgárdi polgármesteri hivatal,1
polgár és tichy-rács végrehajtói iroda,1
plasmatech vágástechnika kft.,1
planradar gmbh,1
power belt kft,1
roto elzett vasalatkereskedelmi kft,1
roust hungary kft,1
rowanhill digital kft.,1
spíler original,1
sporthotel xander,1
sporthotel steffisalp,1
spesys kft.,1
spenglerfox limited mo ft.,1
spatrend kft.,1
sos electronic kft.,1
sonova audiological care hungary kft.,1
sonic kft.,1
somivill flex kft.,1
solver unio kft.,1
solis ortus kft.,1
solid bcn kft.,1
soldent hungary kft.,1
solarkit hungary kft,1
softwarehouse kft.,1
sofidel hungary kft.,1
smt market kft,1
smoking acc. international kft.,1
slusszplussz kft,1
sixt g.m.b.h. wien süd,1
stabil produkt kft.,1
stadler magyarország kft.,1
stalltechnik-b service kft.,1
stanley electric hungary kft.,1
sweet and more kft.,1
swarovski hungary kft.,1
sw umwelttechnik magyarország kft.,1
suxess logistic hungary kft.,1
support services group europe zrt.,1
supp.li kft.,1
summadó-könyvelő kft.,1
sub city kft,1
styro-tex kft.,1
studio moderna 2000 tv-shop hungary kft.,1
sixt g.m.b.h.,1
streamnet zrt.,1
stratis kft.,1
strandhotel am weissensee,1
strabag általános építő kft.,1
strabag epitoipari zrt.,1
stock resort,1
stelius befektető zártkörűen működő részvénytársaság,1
steelvent zrt.,1
starters e-components generators automotive hungary kft.,1
start & go sped kft.,1
starjobs magyarország kft.,1
straumann gmbh magyarország,1
silvestris & szilas kft.,1
signal iduna biztosító zrt.,1
siemens mobility korlátolt felelősségű társaság,1
scheffau kft.,1
schawk hungary kft.,1
schakko restaurant,1
saubermacher-magyarország kft.,1
sap kft.,1
sans souci wien,1
sanmina-sci magyarország kft.,1
sanimix kft.,1
samsonite,1
samsic hungary kft.,1
schindler hungária kft.,1
salus-orthopedtechnika kft,1
sala-med kft.,1
saint-gobain hungary kft.,1
safram hungary zrt.,1
s.oliver üzlet / danadon üzletek kft.,1
révész trans kft.,1
rustler kft.,1
rustic 96 kft,1
royal canin hungary kft.,1
royal borház európa kft.,1
"roxy étterem vendéglátó, kereskedelmi és szolgáltató kft",1
saldo zrt.,1
hennlich ipartechnika kft.,1
schlosspark mauerbach resort & spa,1
schnaider polymetall kft.,1
siemens healthcare kft.,1
shoebox kft.,1
sho dining kft.,1
shiwaforce.com zrt.,1
shinwa magyarország precíziós kft.,1
shin-etsu polymer hungary kft.,1
shi-scalable kft,1
sheraton grand salzburg,1
senso-media zrt.,1
senit tervező kivitelező és szolgáltató kft.,1
schmidt+bender hungária kft.,1
semmelweis egyetem külső klinikai tömbigazgatósága,1
seelster beauty distribution srl,1
see you,1
sebestyén lángvágó kft.,1
sealed air magyarország kft.,1
se létesítmény-fejlesztési és üzemeltetési igazgatóság,1
se kontrolling igazgatóság,1
sda stúdió kft.,1
schorch hungária kft.,1
schnyder gear tool service europe kft.,1
schneider autóház kft.,1
semiconductor laser development kft.,1
helpers hungary kft.,1
kiener hungária kft.,1
őrmester nyrt.,1
beurer-hungaria kft.,1
első magyar pékpont-rendszer kft.,1
bihacker & partners kft.,1
elms informatikai zrt.,1
elite cosmetix kft.,1
bijó élelmiszer kft.,1
elte,1
bio-fungi kft.,1
electool beszerzési szolgáltató kft.,1
elco-power energiatermelő- és szolgáltató kft.,1
"el gaucho ""am rochusplatz""",1
bioco magyarország kft.,1
biogáz unió zrt.,1
egymisi bt.,1
electro-cord kft.,1
elte lippay györgy alapítvány,1
elter világítás kft.,1
beton technológia centrum kft.,1
engious kft.,1
beratung on tour personal- und managementberatung e.u.,1
berger & lohn,1
bergmann könyvelő iroda kft.,1
endo-plus-service kft.,1
en-co software zrt.,1
bergrestaurant bergrast,1
berner kft.,1
berény-vill kft.,1
emos hu kft.,1
besel&schwaeller kapcsolóberendezések kft.,1
best-tax kft.,1
emd endoszkóp műszer gyártó és kereskedelmi kft.,1
bestia,1
bestrent-hungary kft.,1
egyetemi fénymásolda és dokumentum centrum,1
eglo magyarország kft.,1
egis gyógyszergyár zrt,1
efott kft.,1
bonafarm – bábolna takarmány kft.,1
e-food kft.,1
bonag általános vállalkozási és építőipari korlátolt felelősségű társaság,1
boortmalt magyarország kft,1
dómvill szer kft.,1
bor és víz kft.,1
borgwarner hungary kft.,1
dél-alföldi média centrum kft.,1
borik property kft. - otthon centrum,1
borsodi sörgyár kft.,1
duoverzió kereskedelmi kft.,1
dunacorp faktorház zrt.,1
duna-dráva cement kft,1
borsodwood kft.,1
duna szálloda zrt.,1
bomba! energy drink kft.,1
englmayer hungária kft.,1
e-gyógyszer kft.,1
bodó galéria zrt.,1
edc debrecen nonprofit kft.,1
bioson kft.,1
bistum gurk - stift st. georgen am längsee,1
eco-cranes hungary kft.,1
eclipse automation hungary kft.,1
ebk-hungary kft.,1
bkv vasúti járműjavító kft.,1
eastmen human resources b.v. mkkk.,1
bl gasztro kft.,1
black care szolárium gyártó és forgalmazó kft.,1
black point kft.,1
blaha hotel szállodaüzemeltető kft.,1
bme üzemeltető és műszaki szolgáltató kft,1
bnp paribas cardif biztosító zrt.,1
e.on dél-dunántúli gázhálózati zrt.,1
e-géptár kft,1
beorol hu kft.,1
entegro technológiai kft.,1
entel műszaki fejlesztő kft.,1
b+n referencia zrt.,1
ba bao kft,1
backoffice team kft.,1
ezermester 24 kft. - szerviz24,1
baktria kft.,1
exelect hungary kft.,1
"balatonfüredi szent benedek gimnázium,technikum,szakképző iskola és kollégium",1
excont container kft.,1
exampled trading kft.,1
balatoni hajózási zrt.,1
bamax work kft.,1
eurots spedíció kft,1
bankmonitor kft.,1
basf hungária kft.,1
euroraptor tanácsadó iroda,1
f&r partner kft,1
basic collection kft.,1
az ingatlanos kft.,1
f-építő generál zrt.,1
familienresort ellmauhof,1
austrauto gmbh,1
austria trend hotel congress innsbruck,1
austria trend hotel doppio****,1
austria trend parkhotel schönbrunn,1
falk&ross group hungary kft.,1
auto palace buda kft.,1
auto president parts kft.,1
autócentrum szabó kft.,1
avmax rendszertechnika kft.,1
avon cosmetics hungary kft.,1
axing kft.,1
fakopáncs'92 kft.,1
fair befektetési kft.,1
axon pénzügyi és lízing zrt.,1
az flex kft.,1
duna papír kft.,1
europarcs hermagor-pressegger see,1
bau eins group kft.,1
essentra filter products kft.,1
bega bt.,1
erste group bank ag,1
belchim crop protection hungary kft.,1
erdőháti-pintér mónika e.v.,1
belden-duna kábel kft.,1
eps-connect international zrt.,1
epdb nyomtatási központ zrt.,1
epam systems kft.,1
eos faktor zrt.,1
envirotis zrt.,1
envikút kft.,1
bende autókontroll kft,1
enterprise communications magyarország kft,1
bentley magyarország kft.,1
essilor optika kft.,1
euronorm group builder kft.,1
eszat kft.,1
esztergomi közös önkormányzati hivatal,1
euromont kft.,1
eurofleet zrt.,1
euroaszfalt kft.,1
eurideas kft.,1
bau-trans kft,1
baucenter kft.,1
bauhaus szakáruházak bt.,1
bay zoltán alkalmazott kutatási közhasznú nonprofit kft.,1
bazsó bau egom kft.,1
eurasia logistics kft.,1
"baár-madas református gimnázium, általános iskola és kollégium",1
bdo magyarország,1
eu-fire kft.,1
"eszterháza kulturális, kutató- és fesztiválközpont közhasznú nonprofit kft.",1
"eszterháza kulturális, kutató- és",1
becom electronics hungary kft.,1
"fao of the un, ssc-budapest",1
bos magyarország bt.,1
duna autó zrt.,1
debreceni mechanikai művek kft.,1
debreceni irodarendszer kft.,1
de plano kft.,1
de lage landen finance zrt.,1
de dietrich s.a.s. magyarországi fióktelepe,1
chalet moeller,1
ceva logistics hungary kft.,1
charles river laboratories hungary kft.,1
hell energy magyarország kft.,1
db cargo hungária kft.,1
das naturhotel chesa valisa,1
das hotel eden,1
das glashaus – restaurant & bar,1
das edelweiss salzburg mountain resort,1
dbm kft,1
decoration & design kft.,1
defko sinter kft.,1
dekra akademie kft.,1
caravan travel kft.,1
carbopress (hungary) kft.,1
dentons réczicza ügyvédi iroda,1
cargorent kft.,1
deluxe mosoda kft.,1
deltaplast zrt.,1
deltaplast kereskedelmi és szolgáltató zrt.,1
cascade engineering europe kft.,1
castellum hotel hollókő,1
cba-újhegy kft.,1
cce hungary kft.,1
celli-festék kft.,1
central european transport kft.,1
delforg kft.,1
central railways a.s.,1
china railway electrification,1
danone tejtermék gyártó és forgalmazó kft.,1
dalma-sped 2004 kft,1
d.a.s. jogvédelmi biztosító zrt.,1
colonnade insurance s.a. magyarországi fióktelepe,1
columbus klímaértékesítő kft.,1
commoditas consulting kft.,1
comp-let party service kft.,1
compoffice-r kft.,1
corning hungary kft.,1
computer factory kft.,1
cordia management kft.,1
corden international /magyarország/ kft.,1
copyguru kft.,1
compuworx zrt .,1
concordia kft.,1
cool4u automotive kft.,1
consider könyvelő iroda kft.,1
controlsystem kft,1
cpi hotels hungary kft.,1
dermahelp kft.,1
cpi hungary kft.,1
coca-cola hbc magyarország kft.,1
ciklámen-tourist zrt.,1
cinext kft.,1
cégmenedzser szoftver kft.,1
cyclick kft.,1
city-form kft.,1
claessens kft,1
clearwater kft.,1
clinical research coordination kft.,1
co-op hungary zrt,1
csillag kft,1
coats magyarország kft.,1
csergő kft.,1
csavarker kft.,1
cropfood tész kft.,1
criterion készpénzlogisztikai kft.,1
creaveg zrt.,1
car service partner kft.,1
deufol hungary kft.,1
